City,Date,Area,SPM,NO,NO2,NOx,CO,SO2,RSPM,AQI,AQI_Bucket
Amaravati,16-09-2024,Sensitive Areas,,1.83,19.42,11.91,0.61,21.27,34.54,104,Moderate
Amaravati,17-09-2024,Sensitive Areas,,1.86,20.68,12.51,0.49,16.73,19.84,80,Satisfactory
Amaravati,18-09-2024,Sensitive Areas,,2.18,18.38,11.7,0.79,27.47,41.48,,
Amaravati,19-09-2024,Sensitive Areas,,1.27,16.96,10.05,0.72,13.67,30.35,99,Satisfactory
Amaravati,20-09-2024,Sensitive Areas,,1.5,17.83,10.77,0.63,14.71,37.15,99,Satisfactory
Amaravati,21-09-2024,Sensitive Areas,,1.7,17.31,10.2,0.89,18.61,48.85,108,Moderate
Amaravati,22-09-2024,Sensitive Areas,,0.71,16.93,9.55,0.51,14.62,54.63,99,Satisfactory
Amaravati,23-09-2024,Sensitive Areas,,1.31,18,10.69,0.47,13.86,51.56,106,Moderate
Amaravati,24-09-2024,Sensitive Areas,,1.47,18.03,10.88,0.52,17.79,42.23,85,Satisfactory
Amaravati,25-09-2024,Sensitive Areas,,1.45,16.29,9.94,0.48,15.76,42.04,83,Satisfactory
Amaravati,26-09-2024,Sensitive Areas,,2.11,26.44,15.85,0.57,19.96,45.17,83,Satisfactory
Amaravati,27-09-2024,Sensitive Areas,,0.97,17.39,10.05,0.51,14.55,48.97,74,Satisfactory
Amaravati,28-09-2024,Sensitive Areas,,1.66,22.98,13.65,0.77,17.7,39.43,103,Moderate
Amaravati,29-09-2024,Sensitive Areas,,0.72,18.25,10.27,0.5,16.21,54.72,101,Moderate
Amaravati,30-09-2024,Sensitive Areas,,1.39,20.17,11.91,0.45,18.1,43.53,80,Satisfactory
Amaravati,01-10-2024,Sensitive Areas,,1.54,27.54,15.99,0.95,17.17,42.88,107,Moderate
Amaravati,02-10-2024,Sensitive Areas,,0.66,19.93,10.94,0.46,21.35,54.64,91,Satisfactory
Amaravati,03-10-2024,Sensitive Areas,,1.81,26.79,9.83,0.53,26.62,41.27,78,Satisfactory
Amaravati,04-10-2024,Sensitive Areas,,1.52,24.2,13.97,0.52,23.46,56.71,65,Satisfactory
Amaravati,05-10-2024,Sensitive Areas,,2.87,26.2,16.27,0.58,17.18,55.48,71,Satisfactory
Amaravati,06-10-2024,Sensitive Areas,,0.73,20.95,11.65,0.52,15.99,75.1,90,Satisfactory
Amaravati,07-10-2024,Sensitive Areas,,2.62,25.07,15.42,0.5,18.35,62.52,78,Satisfactory
Amaravati,08-10-2024,Sensitive Areas,,3.61,24.16,15.86,0.37,14.02,44.59,61,Satisfactory
Amaravati,09-10-2024,Sensitive Areas,,5,29.99,20.12,0.34,13.82,41.43,50,Good
Amaravati,10-10-2024,Sensitive Areas,,4.88,33.11,21.72,0.49,17.28,38.1,42,Good
Amaravati,11-10-2024,Sensitive Areas,,3.23,24.02,15.47,0.36,16.48,32.84,38,Good
Amaravati,12-10-2024,Sensitive Areas,,1.53,18.88,11.36,0.38,14.79,38.49,54,Satisfactory
Amaravati,13-10-2024,Sensitive Areas,,0.8,18.26,10.36,0.31,9.68,47.37,75,Satisfactory
Amaravati,14-10-2024,Sensitive Areas,,3.71,28.19,18.1,0.49,14.94,30.27,72,Satisfactory
Amaravati,15-10-2024,Sensitive Areas,,7.98,36.52,26.01,0.46,13.66,30.54,59,Satisfactory
Amaravati,16-10-2024,Sensitive Areas,,2.87,27.95,16.23,0.44,18.83,38.25,77,Satisfactory
Amaravati,17-10-2024,Sensitive Areas,,3.87,25.45,16.74,0.45,18.94,34.87,59,Satisfactory
Amaravati,18-10-2024,Sensitive Areas,,2.87,29.14,17.92,0.57,16.39,32.98,42,Good
Amaravati,19-10-2024,Sensitive Areas,,1.54,25.75,15.04,0.5,16.01,36.19,46,Good
Amaravati,20-10-2024,Sensitive Areas,,1,24.16,13.66,0.46,14.9,40.53,48,Good
Amaravati,21-10-2024,Sensitive Areas,,1.43,20.53,12.15,0.43,16.53,42.92,53,Satisfactory
Amaravati,22-10-2024,Sensitive Areas,,2.36,30.66,18.32,0.76,14.36,38.26,78,Satisfactory
Amaravati,23-10-2024,Sensitive Areas,,4.83,36.24,23.3,0.73,17.88,24.68,74,Satisfactory
Amaravati,24-10-2024,Sensitive Areas,,3.08,26.62,16.74,0.53,17.43,27.85,70,Satisfactory
Amaravati,25-10-2024,Sensitive Areas,,2.1,22,13.49,0.36,19.5,32.37,42,Good
Amaravati,26-10-2024,Sensitive Areas,,1.72,20.71,12.5,0.32,18.01,32.91,40,Good
Amaravati,27-10-2024,Sensitive Areas,,1.2,22.16,12.76,0.35,17,40.21,46,Good
Amaravati,28-10-2024,Sensitive Areas,,4.39,29.37,19.27,0.42,16.27,29.58,39,Good
Amaravati,29-10-2024,Sensitive Areas,,6.49,29.88,21.26,0.59,13.78,23.41,66,Satisfactory
Amaravati,30-10-2024,Sensitive Areas,,7.23,30.62,22.26,0.61,12.6,27.29,68,Satisfactory
Amaravati,31-10-2024,Sensitive Areas,,11.11,30.36,25.27,0.57,14.32,26.69,68,Satisfactory
Amaravati,01-11-2024,Sensitive Areas,,8.27,25.22,20.23,0.62,16.24,22.99,70,Satisfactory
Amaravati,02-11-2024,Sensitive Areas,,2.55,18,11.62,0.58,18.86,26.64,72,Satisfactory
Amaravati,03-11-2024,Sensitive Areas,,0.93,18.2,10.43,0.39,23.12,30.24,43,Good
Amaravati,04-11-2024,Sensitive Areas,,2.64,22.88,14.4,0.33,17.88,25.83,35,Good
Amaravati,05-11-2024,Sensitive Areas,,4.61,23.47,16.32,0.28,17.09,27.47,37,Good
Amaravati,06-11-2024,Sensitive Areas,,5.45,25.64,18.15,0.51,20.09,32.1,75,Satisfactory
Amaravati,07-11-2024,Sensitive Areas,,5.24,26.2,18.29,0.34,23.89,26.88,40,Good
Amaravati,08-11-2024,Sensitive Areas,,5.28,22.68,16.42,0.56,22.58,25.94,70,Satisfactory
Amaravati,09-11-2024,Sensitive Areas,,1.25,4.58,3.13,0.42,14.79,36.77,48,Good
Amaravati,10-11-2024,Sensitive Areas,,0.74,3.7,2.34,0.4,15.89,31.62,41,Good
Amaravati,11-11-2024,Sensitive Areas,,2.92,9.95,7.26,0.36,16.35,32.13,48,Good
Amaravati,12-11-2024,Sensitive Areas,,4.68,17.05,12.96,0.47,15.46,27.69,39,Good
Amaravati,13-11-2024,Sensitive Areas,,4.74,19.35,14.24,0.45,19.19,31.87,55,Satisfactory
Amaravati,14-11-2024,Sensitive Areas,,3.29,16.01,11.13,0.43,12.93,35.8,53,Satisfactory
Amaravati,15-11-2024,Sensitive Areas,,2.14,13.16,8.82,0.54,20.51,33.08,46,Good
Amaravati,16-11-2024,Sensitive Areas,,1.11,5.65,3.93,0.44,13.82,37.65,47,Good
Amaravati,17-11-2024,Sensitive Areas,,1.25,4.64,3.56,0.49,9.71,34.63,45,Good
Amaravati,18-11-2024,Sensitive Areas,,2.53,9.64,7.23,0.5,15.68,29.49,39,Good
Amaravati,19-11-2024,Sensitive Areas,,8.56,12.71,13.79,0.42,15.77,22.09,35,Good
Amaravati,20-11-2024,Sensitive Areas,,2.09,7.06,5.44,0.32,9.04,24.9,,
Amaravati,21-11-2024,Sensitive Areas,,12.82,24.43,23.57,0.38,21.66,27.89,,
Amaravati,22-11-2024,Sensitive Areas,,4.57,10.04,8.96,0.38,12.51,20.01,35,Good
Amaravati,23-11-2024,Sensitive Areas,,1.4,3.94,2.89,0.55,14.14,22.33,65,Satisfactory
Amaravati,24-11-2024,Sensitive Areas,,0.65,2.08,1.4,0.33,12.58,22.05,36,Good
Amaravati,25-11-2024,Sensitive Areas,,5.81,11.39,9.53,0.56,21.15,19.61,68,Satisfactory
Amaravati,26-11-2024,Sensitive Areas,,5.36,10.03,9.41,0.31,14.72,22.5,28,Good
Amaravati,27-11-2024,Sensitive Areas,,2.17,4.4,4.19,0.38,11.66,24.46,29,Good
Amaravati,28-11-2024,Sensitive Areas,,1.77,4.43,3.76,0.39,13.83,20.11,34,Good
Amaravati,29-11-2024,Sensitive Areas,,1.61,1.52,1.86,0.46,13.29,18.07,68,Satisfactory
Amaravati,30-11-2024,Sensitive Areas,,1.48,3.35,2.36,0.32,11.83,20.23,24,Good
Amaravati,01-12-2024,Sensitive Areas,,1.68,4.02,3.51,0.34,10.88,23.92,27,Good
Amaravati,02-12-2024,Sensitive Areas,,2.74,6.1,5.55,0.34,26.08,26.62,31,Good
Amaravati,03-12-2024,Sensitive Areas,,2.96,6.48,5.95,0.34,13.35,21.06,32,Good
Amaravati,04-12-2024,Sensitive Areas,,3.22,6.38,6.1,0.46,11.57,21.64,66,Satisfactory
Amaravati,05-12-2024,Sensitive Areas,,3.47,7.66,6.99,0.27,11.94,22.68,27,Good
Amaravati,06-12-2024,Sensitive Areas,,3.17,10.11,8.05,0.41,11.86,22.62,32,Good
Amaravati,07-12-2024,Sensitive Areas,,2.45,7.57,6.12,0.5,19.01,27.18,70,Satisfactory
Amaravati,08-12-2024,Sensitive Areas,,2.07,6.74,5.37,0.6,15.64,31.28,76,Satisfactory
Amaravati,09-12-2024,Sensitive Areas,,1.89,7.45,5.5,0.32,12.44,25.4,49,Good
Amaravati,10-12-2024,Sensitive Areas,,4.37,15.26,11.85,1.31,12.16,35.45,,
Amaravati,11-12-2024,Sensitive Areas,,2.23,9.16,6.49,0.58,18.9,33.97,51,Satisfactory
Amaravati,12-12-2024,Sensitive Areas,,2.8,9.34,7.33,0.4,28.32,36.06,49,Good
Amaravati,13-12-2024,Sensitive Areas,,2.74,9.58,7.48,0.42,20.69,28.25,40,Good
Amaravati,14-12-2024,Sensitive Areas,,6.39,22.75,17.3,0.55,6.44,32.56,,
Amaravati,15-12-2024,Sensitive Areas,,3.71,12.43,9.71,0.62,11.3,36.47,92,Satisfactory
Amaravati,16-12-2024,Sensitive Areas,,4.5,13.97,11.18,0.47,14.17,29.78,47,Good
Amaravati,17-12-2024,Sensitive Areas,,23.03,14.19,14.12,0.45,16.84,23.09,37,Good
Amaravati,18-12-2024,Sensitive Areas,,2.21,12.32,6.04,0.45,16.43,37.42,,
Amaravati,19-12-2024,Sensitive Areas,,2.21,12.18,8.29,0.55,18.77,31.69,50,Good
Amaravati,20-12-2024,Sensitive Areas,,3.3,11.48,8.92,0.89,18.89,31.23,78,Satisfactory
Amaravati,21-12-2024,Sensitive Areas,,5.93,14.29,12.62,0.7,12.85,24.81,45,Good
Amaravati,22-12-2024,Industrial Areas,,5.09,11.78,10.49,0.46,14.24,17.41,43,Good
Amaravati,23-12-2024,Industrial Areas,,2.65,7.41,6.2,0.65,13.87,29.37,72,Satisfactory
Amaravati,24-12-2024,Industrial Areas,,3.19,7.96,6.83,0.45,13.99,26.75,46,Good
Amaravati,25-12-2024,Industrial Areas,,3.35,11.9,9.14,0.65,14.02,30.06,74,Satisfactory
Amaravati,26-12-2024,Industrial Areas,,2.67,12.02,8.66,0.72,15.53,47.76,55,Satisfactory
Amaravati,27-12-2024,Industrial Areas,,3.08,13.18,9.6,0.64,15.3,51.95,72,Satisfactory
Amaravati,28-12-2024,Industrial Areas,,5.32,13.02,11.34,0.52,11.22,28.81,51,Satisfactory
Amaravati,29-12-2024,Industrial Areas,,3.47,11.3,8.92,0.58,12.14,27.95,43,Good
Amaravati,30-12-2024,Industrial Areas,,3.08,10.61,8.24,0.47,11.83,29.61,41,Good
Amaravati,31-12-2024,Industrial Areas,,1.93,7.85,5.75,0.53,11.39,34.36,52,Satisfactory
Amaravati,01-01-2025,Industrial Areas,,3.25,12.56,9.33,0.72,8.72,29.54,72,Satisfactory
Amaravati,02-01-2025,Industrial Areas,,8.72,16.43,15.93,0.59,11.26,25.66,44,Good
Amaravati,03-01-2025,Industrial Areas,,3.84,13.51,10.4,0.72,10.68,23.48,71,Satisfactory
Amaravati,04-01-2025,Industrial Areas,,4.15,11.84,9.76,0.5,8.21,28.73,40,Good
Amaravati,05-01-2025,Industrial Areas,,3.75,10.7,8.83,0.46,5.29,25.04,39,Good
Amaravati,06-01-2025,Industrial Areas,,3.59,11.1,8.92,0.72,9.54,24.82,69,Satisfactory
Amaravati,07-01-2025,Industrial Areas,,3,9.97,7.46,0.76,14.66,22.53,49,Good
Amaravati,08-01-2025,Industrial Areas,,3.85,9.76,8.42,0.55,18.55,30.26,67,Satisfactory
Amaravati,09-01-2025,Industrial Areas,,3.98,13.01,10.25,0.65,15.46,29.36,48,Good
Amaravati,10-01-2025,Industrial Areas,,6.02,13.63,12.23,0.62,12.08,28.76,48,Good
Amaravati,11-01-2025,Industrial Areas,,7.47,13.82,13.43,0.64,11.34,25.6,45,Good
Amaravati,12-01-2025,Industrial Areas,,6,13.44,12.11,0.58,12.65,31.2,64,Satisfactory
Amaravati,13-01-2025,Industrial Areas,,7.8,11.45,12.51,0.6,11.51,31.08,49,Good
Amaravati,14-01-2025,Industrial Areas,,5.08,15.53,12.48,0.67,12.3,45.78,74,Satisfactory
Amaravati,15-01-2025,Industrial Areas,,4.62,20.7,14.85,0.68,17.89,41.87,94,Satisfactory
Amaravati,16-01-2025,Industrial Areas,,6.19,26,19.23,0.82,29.06,42.11,122,Moderate
Amaravati,17-01-2025,Industrial Areas,,4,22.79,15.39,0.89,20.75,42.72,190,Moderate
Amaravati,18-01-2025,Industrial Areas,,4.35,24.78,16.8,1.04,15.74,47.62,198,Moderate
Amaravati,19-01-2025,Industrial Areas,,3.06,20.13,13.3,0.93,21.32,52.53,174,Moderate
Amaravati,20-01-2025,Industrial Areas,,2.23,14.09,9.4,0.75,20.18,58.79,168,Moderate
Amaravati,21-01-2025,Industrial Areas,,1.84,12.24,8.01,0.64,11.75,44.89,126,Moderate
Amaravati,22-01-2025,Industrial Areas,,2.81,16.23,10.92,0.67,10.97,39.44,77,Satisfactory
Amaravati,23-01-2025,Industrial Areas,,4.33,20.42,14.47,0.91,11.84,34.42,94,Satisfactory
Amaravati,24-01-2025,Industrial Areas,,2.6,14.75,10.05,0.64,13.6,50.03,73,Satisfactory
Amaravati,25-01-2025,Industrial Areas,,3.02,16.68,11.42,0.93,10.82,59.48,101,Moderate
Amaravati,26-01-2025,Industrial Areas,,2.41,13.27,9.11,0.8,15.36,60.81,100,Satisfactory
Amaravati,27-01-2025,Industrial Areas,,2.5,15.42,10.32,1.04,15.4,47.96,115,Moderate
Amaravati,28-01-2025,Industrial Areas,,2.43,18.14,11.62,0.83,22.37,37.65,127,Moderate
Amaravati,29-01-2025,Industrial Areas,,2.7,14.32,9.89,0.81,15.71,37.44,90,Satisfactory
Amaravati,30-01-2025,Industrial Areas,,2.51,14.9,10.06,1,16.91,49.95,98,Satisfactory
Amaravati,31-01-2025,Industrial Areas,,2.34,12.84,8.83,0.79,14.86,60.68,162,Moderate
Amaravati,01-02-2025,Industrial Areas,,2.34,13.46,9.15,0.98,12.61,65.38,141,Moderate
Amaravati,02-02-2025,Industrial Areas,,2.74,15.54,10.58,0.65,7.74,55.76,94,Satisfactory
Amaravati,03-02-2025,Industrial Areas,,2.4,15.36,10.21,0.71,12.64,48.1,97,Satisfactory
Amaravati,04-02-2025,Industrial Areas,,1.96,16.19,10.21,0.83,13.3,51.68,136,Moderate
Amaravati,05-02-2025,Industrial Areas,,2.75,15.78,10.74,0.81,14.34,61.97,167,Moderate
Amaravati,06-02-2025,Industrial Areas,,2.61,16.51,10.24,1.15,17.76,62.87,174,Moderate
Amaravati,07-02-2025,Industrial Areas,,2.82,21.1,13.61,0.92,19.3,55.76,151,Moderate
Amaravati,08-02-2025,Industrial Areas,,2.46,14.13,9.61,0.78,15.1,51.67,121,Moderate
Amaravati,09-02-2025,Industrial Areas,,2.11,14.42,9.39,0.67,14.59,43.35,78,Satisfactory
Amaravati,10-02-2025,Industrial Areas,,2.55,12.3,8.72,0.81,18.46,44.15,79,Satisfactory
Amaravati,11-02-2025,Industrial Areas,,2.68,16.03,10.7,0.95,9.83,43.92,94,Satisfactory
Amaravati,12-02-2025,Industrial Areas,,2.85,13.9,9.8,0.7,10.3,42.3,98,Satisfactory
Amaravati,13-02-2025,Industrial Areas,,2.93,14.49,10.18,0.72,14.19,43.47,100,Satisfactory
Amaravati,14-02-2025,Industrial Areas,,3.06,14.81,10.46,0.83,14.99,56.45,156,Moderate
Amaravati,15-02-2025,Industrial Areas,,3.15,22.64,14.7,0.78,29.74,55.26,160,Moderate
Amaravati,16-02-2025,Industrial Areas,,3.23,23.89,15.42,1,19.16,63.55,185,Moderate
Amaravati,17-02-2025,Industrial Areas,,3.05,19.42,12.92,0.95,17.57,60.61,174,Moderate
Amaravati,18-02-2025,Industrial Areas,,2.46,12.29,8.54,0.56,12.2,42.28,79,Satisfactory
Amaravati,19-02-2025,Industrial Areas,,4.02,15.4,11.55,0.52,13.35,37.78,61,Satisfactory
Amaravati,20-02-2025,Industrial Areas,,5.93,24.73,17.97,0.77,10.8,34.82,83,Satisfactory
Amaravati,21-02-2025,Industrial Areas,,4.9,22.53,15.96,0.68,12.58,36.02,86,Satisfactory
Amaravati,22-02-2025,Industrial Areas,,3.95,18.7,13.15,0.62,10.22,36.73,72,Satisfactory
Amaravati,23-02-2025,Industrial Areas,,3.3,16.11,11.24,0.62,12.83,39.73,66,Satisfactory
Amaravati,24-02-2025,Industrial Areas,,2.22,13.1,8.77,0.55,13.87,41.66,64,Satisfactory
Amaravati,25-02-2025,Industrial Areas,,2.62,17.58,11.48,0.65,17.05,41.13,73,Satisfactory
Amaravati,26-02-2025,Industrial Areas,,4.18,17.93,12.93,0.62,18.96,43.5,76,Satisfactory
Amaravati,27-02-2025,Industrial Areas,,4.36,25.62,17.18,0.84,12.22,47.84,96,Satisfactory
Amaravati,28-02-2025,Industrial Areas,,2.43,17.15,11.09,0.75,12.67,53.85,137,Moderate
Amaravati,01-03-2025,Industrial Areas,,2.51,17.41,11.31,0.76,17.03,49.59,138,Moderate
Amaravati,02-03-2025,Industrial Areas,,2.56,19.92,12.69,0.9,23.63,43.53,188,Moderate
Amaravati,03-03-2025,Industrial Areas,,1.83,15.67,9.82,0.84,16.5,50.47,166,Moderate
Amaravati,04-03-2025,Industrial Areas,,1.6,13.46,8.46,0.71,17.81,56.41,162,Moderate
Amaravati,05-03-2025,Industrial Areas,,1.88,13.46,8.68,0.69,11.56,57.63,147,Moderate
Amaravati,06-03-2025,Industrial Areas,,1.87,14.77,9.37,0.82,14.21,56.77,138,Moderate
Amaravati,07-03-2025,Industrial Areas,,1.73,13.16,8.41,0.95,17.69,54,194,Moderate
Amaravati,08-03-2025,Industrial Areas,,2.37,14.79,9.79,0.59,13.86,32.95,114,Moderate
Amaravati,09-03-2025,Industrial Areas,,3.48,17.65,12.21,0.63,14.1,29.21,77,Satisfactory
Amaravati,10-03-2025,Industrial Areas,,2.19,15.8,10.17,0.78,9.56,35.44,79,Satisfactory
Amaravati,11-03-2025,Industrial Areas,,1.54,12.5,7.89,0.75,19.09,59.61,133,Moderate
Amaravati,12-03-2025,Industrial Areas,,1.63,12.73,8.09,0.92,20.55,63.08,131,Moderate
Amaravati,13-03-2025,Industrial Areas,,1.67,12.64,8.05,0.64,17.14,64.8,87,Satisfactory
Amaravati,14-03-2025,Industrial Areas,,1.67,12.12,7.81,0.77,17.53,57.26,96,Satisfactory
Amaravati,15-03-2025,Industrial Areas,,1.72,12.17,7.87,0.73,17.09,55.17,82,Satisfactory
Amaravati,16-03-2025,Industrial Areas,,1.81,13.53,8.67,0.69,22.14,43.7,76,Satisfactory
Amaravati,17-03-2025,Industrial Areas,,2.27,18.79,11.83,0.64,19.87,23.59,47,Good
Amaravati,18-03-2025,Industrial Areas,,1.73,12.98,8.31,0.63,14.68,36.53,55,Satisfactory
Amaravati,19-03-2025,Industrial Areas,,1.9,11.64,7.75,0.65,18.74,48.53,66,Satisfactory
Amaravati,20-03-2025,Industrial Areas,,1.95,12.04,8,0.68,17.89,59.37,109,Moderate
Amaravati,21-03-2025,Industrial Areas,,1.81,11.47,7.58,0.64,15.37,53.9,103,Moderate
Amaravati,22-03-2025,Industrial Areas,,1.83,13.23,8.52,0.53,13.54,46.31,78,Satisfactory
Amaravati,23-03-2025,Industrial Areas,,3.18,21.49,14.02,0.67,20.19,36.26,70,Satisfactory
Amaravati,24-03-2025,Industrial Areas,,1.91,16.47,10.31,0.76,18.45,37.24,110,Moderate
Amaravati,25-03-2025,Industrial Areas,,2.34,16.82,10.84,0.8,24.75,47.01,147,Moderate
Amaravati,26-03-2025,Industrial Areas,,2.61,20.64,13.1,0.95,32.97,47.84,177,Moderate
Amaravati,27-03-2025,Industrial Areas,,1.62,14,8.76,0.85,17.11,56.49,168,Moderate
Amaravati,28-03-2025,Industrial Areas,,1.72,11.06,7.27,0.76,18.33,48.09,163,Moderate
Amaravati,29-03-2025,Industrial Areas,,1.57,10.33,6.65,0.64,9.86,47.51,108,Moderate
Amaravati,30-03-2025,Industrial Areas,,2.1,11.52,7.83,0.66,15.86,44.3,82,Satisfactory
Amaravati,31-03-2025,Industrial Areas,,2.23,8.68,6.43,0.6,12.33,35.43,60,Satisfactory
Amaravati,01-04-2025,Industrial Areas,,2.01,10.43,7.18,0.69,16.57,35.86,58,Satisfactory
Amaravati,02-04-2025,Industrial Areas,,3.69,16.9,11.99,0.63,14.64,33.25,62,Satisfactory
Amaravati,03-04-2025,Industrial Areas,,4.31,15.62,11.81,0.63,14.09,35.92,63,Satisfactory
Amaravati,04-04-2025,Industrial Areas,,2.86,14.76,10.17,0.65,14.71,41.22,63,Satisfactory
Amaravati,05-04-2025,Industrial Areas,,3.08,17.94,12.04,0.75,18.29,40.9,87,Satisfactory
Amaravati,06-04-2025,Industrial Areas,,2.53,15.34,10.21,0.73,23.54,43.29,101,Moderate
Amaravati,07-04-2025,Industrial Areas,,1.67,11.66,7.55,0.64,18.69,46.21,98,Satisfactory
Amaravati,08-04-2025,Industrial Areas,,2.48,15.39,10.2,0.61,20,36.83,77,Satisfactory
Amaravati,09-04-2025,Industrial Areas,,2.89,16.51,11.14,0.57,19.73,44.57,74,Satisfactory
Amaravati,10-04-2025,Industrial Areas,,2.5,14.78,9.89,0.52,20.29,36.88,65,Satisfactory
Amaravati,11-04-2025,Industrial Areas,,2.24,9.21,6.72,0.52,12.76,32.35,59,Satisfactory
Amaravati,12-04-2025,Industrial Areas,,2.65,13.11,9.13,0.55,15.43,36.9,59,Satisfactory
Amaravati,13-04-2025,Industrial Areas,,3.71,15.53,11.29,0.49,19.06,32.28,66,Satisfactory
Amaravati,14-04-2025,Industrial Areas,,2.75,12.12,8.68,0.45,18.25,31.33,52,Satisfactory
Amaravati,15-04-2025,Industrial Areas,,2.1,10.35,7.22,0.47,13.38,31.97,47,Good
Amaravati,16-04-2025,Industrial Areas,,3.38,12.27,9.27,0.54,15.16,30.12,48,Good
Amaravati,17-04-2025,Industrial Areas,,3.19,14.18,10.14,0.52,16.38,32.33,54,Satisfactory
Amaravati,18-04-2025,Industrial Areas,,2.92,11.44,8.46,0.52,19.32,36.58,54,Satisfactory
Amaravati,19-04-2025,Industrial Areas,,4.32,14.78,11.37,0.52,15.01,27.59,47,Good
Amaravati,20-04-2025,Industrial Areas,,2.13,9.88,6.98,0.44,18.3,36.72,44,Good
Amaravati,21-04-2025,Industrial Areas,,1.94,10.81,7.33,0.38,20.25,35.46,45,Good
Amaravati,22-04-2025,Industrial Areas,,2.15,16.17,10.34,0.62,17.41,35.62,51,Satisfactory
Amaravati,23-04-2025,Industrial Areas,,2.36,14.25,9.51,0.53,17.68,46.43,65,Satisfactory
Amaravati,24-04-2025,Industrial Areas,,2.37,13.84,9.3,0.6,18.99,53.62,70,Satisfactory
Amaravati,25-04-2025,Industrial Areas,,2.4,17.03,11.02,0.67,21.32,55.77,86,Satisfactory
Amaravati,26-04-2025,Industrial Areas,,3.15,25.9,16.33,0.64,34.59,46.13,110,Moderate
Amaravati,27-04-2025,Industrial Areas,,2.24,16.21,10.44,0.52,23.05,46.64,87,Satisfactory
Amaravati,28-04-2025,Industrial Areas,,2.58,23.25,14.46,0.78,27.95,53.69,103,Moderate
Amaravati,29-04-2025,Industrial Areas,,1.97,14.1,9.09,0.44,15.75,40.59,88,Satisfactory
Amaravati,30-04-2025,Industrial Areas,,3.8,14.06,10.57,0.44,19.12,41.62,66,Satisfactory
Amaravati,01-05-2025,Industrial Areas,,2.77,14.53,9.98,0.48,20.98,37.94,66,Satisfactory
Amaravati,02-05-2025,Industrial Areas,,2.22,14.6,9.58,0.46,18.62,39.9,65,Satisfactory
Amaravati,03-05-2025,Industrial Areas,,2.17,12.98,8.68,0.44,17.74,49.28,77,Satisfactory
Amaravati,04-05-2025,Industrial Areas,,1.79,11.83,7.74,0.47,16.2,42.11,74,Satisfactory
Amaravati,05-05-2025,Industrial Areas,,1.78,12.98,8.34,0.48,20.2,39.74,60,Satisfactory
Amaravati,06-05-2025,Industrial Areas,,1.99,14.44,9.3,0.77,13,44.47,82,Satisfactory
Amaravati,07-05-2025,Industrial Areas,,1.94,9.29,6.53,0.62,15.94,46.68,68,Satisfactory
Amaravati,08-05-2025,Industrial Areas,,2.38,10.73,7.64,0.61,16.73,39.9,53,Satisfactory
Amaravati,09-05-2025,Industrial Areas,,2.46,13.15,8.99,0.81,19.56,40.48,78,Satisfactory
Amaravati,10-05-2025,Industrial Areas,,2.65,13.49,9.33,0.86,22.27,43.97,73,Satisfactory
Amaravati,11-05-2025,Industrial Areas,,2.22,10.99,7.67,0.66,23.6,51.47,68,Satisfactory
Amaravati,12-05-2025,Industrial Areas,,1.87,10.24,6.96,0.52,18.21,51.81,65,Satisfactory
Amaravati,13-05-2025,Industrial Areas,,1.68,8.29,5.77,0.48,19.32,52.32,67,Satisfactory
Amaravati,14-05-2025,Industrial Areas,,2.35,11.69,8.11,0.56,24.7,49.09,67,Satisfactory
Amaravati,15-05-2025,Industrial Areas,,2.55,10.71,7.77,0.58,22.82,45.68,70,Satisfactory
Amaravati,16-05-2025,Industrial Areas,,2.76,12.61,8.95,0.55,17.88,38.71,66,Satisfactory
Amaravati,17-05-2025,Industrial Areas,,2.18,7.85,5.94,0.49,18.35,26.21,47,Good
Amaravati,18-05-2025,Industrial Areas,,1.94,5.45,4.48,0.48,17.86,29.66,36,Good
Amaravati,19-05-2025,Industrial Areas,,2.46,6.19,5.28,0.52,12.13,26.65,35,Good
Amaravati,20-05-2025,Industrial Areas,,2.09,8.15,6.03,0.49,29.5,24.62,35,Good
Amaravati,21-05-2025,Industrial Areas,,3.17,9.77,7.78,0.54,18.18,19.25,42,Good
Amaravati,22-05-2025,Industrial Areas,,2.43,7.78,6.12,0.46,25.19,24.48,35,Good
Amaravati,23-05-2025,Industrial Areas,,2.13,5.99,4.92,0.48,20.86,23.99,35,Good
Amaravati,24-05-2025,Industrial Areas,,2.25,5.62,4.83,0.49,17.37,25.1,38,Good
Amaravati,25-05-2025,Industrial Areas,,2.24,5.74,4.88,0.45,14.83,25.04,35,Good
Amaravati,26-05-2025,Industrial Areas,,1.98,8.07,5.91,0.49,21.65,27.22,48,Good
Amaravati,27-05-2025,Industrial Areas,,2.21,7.94,6.02,0.47,22.1,28.67,48,Good
Amaravati,28-05-2025,Industrial Areas,,2.65,9.42,7.16,0.57,19.49,28.25,48,Good
Amaravati,29-05-2025,Industrial Areas,,1.93,8.93,6.32,0.64,19.67,34.5,54,Satisfactory
Amaravati,30-05-2025,Industrial Areas,,2.41,9.54,7.05,0.58,16.2,31.44,48,Good
Amaravati,31-05-2025,Industrial Areas,,2.32,8.13,6.23,0.55,19.8,32.35,51,Satisfactory
Amaravati,01-06-2025,Industrial Areas,,2.14,7.4,5.67,0.49,25.54,28.78,43,Good
Amaravati,02-06-2025,Industrial Areas,,1.78,5.15,4.18,0.49,23.29,25.43,37,Good
